MEP,group_abbv,country,"Paragraph 1, amendment 5","Paragraph 3, amendment 6",Paragraph 6/1,Paragraph 6/2,"Paragraph 16, indent 5, amendment 7",Paragraph 18,Paragraph 19,Paragraph 20,"Paragraph 24, amendment 8","Paragraph 27, amendment 9","Paragraph 29, amendment 10",Paragraph 52/1,Paragraph 52/2,Paragraph 69/1,Paragraph 69/2,"Paragraph 73, intro, amendment 11","Paragraph 73, indent 1, amendment 12","Paragraph 73, indent 3, amendment 13","Paragraph 73, indent 3, amendment 4","Paragraph 73, indent 4/1","Paragraph 73, indent 4/2","Paragraph 73, indent 5, amendment 15","Paragraph 73, after indent 5, amendment 24","Paragraph 74, intro, amendment 16","Paragraph 74, indent 1, amendment 17","Paragraph 74, indent 3, amendment 18","Paragraph 74, after indent 3, amendment 25","Paragraph 75, amendment 19",Paragraph 75/1,Paragraph 75/2,"Paragraph 76, amendment 20","Paragraph 77, amendment 21","Paragraph 78, amendment 22","Paragraph 80, amendment 23",Citation 3/1,Citation 3/2,"After citation 4, amendment 1","Recital G, amendment 2",Recital J/1,Recital J/2,Recital J/3,"Recital V, amendment 3","Recital AE, amendment 4",vote: resolution (as a whole)
Silvio Berlusconi,EPP,Italy,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Arba Kokalari,EPP,Sweden,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence,Documented Absence
Nicola Beer,REG,Germany,For,For,For,Against,For,Abstain,For,Against,Against,Abstain,Against,For,Against,For,Against,For,For,For,For,For,Abstain,For,For,Abstain,Abstain,For,Abstain,For,For,Abstain,For,For,Against,Against,For,For,For,For,For,Against,For,For,Against,For
Andreas Gluck,REG,Germany,For,For,For,Against,For,Abstain,For,Against,Against,Abstain,Against,For,Against,For,Against,For,For,For,For,For,Abstain,For,For,Abstain,Abstain,For,Abstain,For,For,Abstain,For,For,Against,Against,For,For,For,For,For,Against,For,For,Against,For
Svenja Hahn,REG,Germany,For,For,For,Against,For,Abstain,For,Against,Against,Abstain,Against,For,Against,For,Against,For,For,For,For,For,Abstain,For,For,Abstain,Abstain,For,Abstain,For,For,Abstain,For,For,Against,Against,For,For,For,For,For,Against,For,For,Against,For
Moritz Korner,REG,Germany,For,For,For,Against,For,Abstain,For,Against,Against,Abstain,Against,For,Against,For,Against,For,For,For,For,For,Abstain,For,For,Abstain,Abstain,For,Abstain,For,For,Abstain,For,For,Against,Against,For,For,For,For,For,Against,For,For,Against,For
Jan Christoph Oetjen,REG,Germany,For,For,For,Against,For,Abstain,For,Against,Against,Abstain,Against,For,Against,For,Against,For,For,For,For,For,Abstain,For,For,Abstain,Abstain,For,Abstain,For,For,Abstain,For,For,Against,Against,For,For,For,For,For,Against,For,For,Against,For
Engin Eroglu,REG,Germany,For,For,For,Against,For,Abstain,For,Against,Against,Abstain,Against,For,Against,For,Against,For,For,For,For,For,Abstain,For,For,Abstain,Abstain,For,Abstain,For,For,Abstain,For,For,Against,Against,For,For,For,For,For,Against,For,For,Against,For
Ulrike Muller,REG,Germany,For,For,For,Against,For,Abstain,For,Against,Against,Abstain,Against,For,Against,For,Against,For,For,For,For,For,Abstain,For,For,Abstain,Abstain,For,Abstain,For,For,Abstain,For,For,Against,Against,For,For,For,For,For,Against,For,For,Against,For
Dita Charanzova,REG,Czech Republic,For,For,Abstain,For,For,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Abstain,Abstain,For,For,Against,For,For,Abstain,For,Abstain,Abstain,For,For,Against,For,For,For,For,For,For,For,For,Abstain,Against,Abstain
Martina Dlabajova,REG,Czech Republic,For,For,Abstain,For,For,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Abstain,Abstain,For,For,Against,For,For,Abstain,For,Abstain,Abstain,For,For,Against,For,For,For,For,For,For,For,For,Abstain,Against,Abstain
Martin Hlavacek,REG,Czech Republic,For,For,Abstain,For,For,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Abstain,Abstain,For,For,Against,For,For,Abstain,For,Abstain,Abstain,For,For,Against,For,For,For,For,For,For,For,For,Abstain,Against,Abstain
Ondrej Knotek,REG,Czech Republic,For,For,Abstain,For,For,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Abstain,Abstain,For,For,Against,For,For,Abstain,For,Abstain,Abstain,For,For,Against,For,For,For,For,For,For,For,For,Abstain,Against,Abstain
Ondrej Kovarik,REG,Czech Republic,For,For,Abstain,For,For,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Abstain,Abstain,For,For,Against,For,For,Abstain,For,Abstain,Abstain,For,For,Against,For,For,For,For,For,For,For,For,Abstain,Against,Abstain
Dominique Riquet,REG,France,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Against,For,Against,For,For,For,Abstain,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Against,For
Abir Al Sahlani,REG,Sweden,Against,For,For,For,For,Abstain,For,For,Against,For,For,For,Against,For,Against,For,Against,For,For,Against,Against,For,Against,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,Abstain
Emma Wiesner,REG,Sweden,Against,For,For,For,For,Abstain,For,For,Against,For,For,For,Against,For,Against,For,Against,For,For,Against,Against,For,Against,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,Abstain
Sylvie Brunet,REG,France,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Catherine Chabaud,REG,France,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Laurence Farreng,REG,France,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Christophe Grudler,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,For,For,For,For,Against,For,Against,For,Against,For,Abstain,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Marie Pierre Vedrenne,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,For,For,For,For,Against,For,Against,For,Against,For,Abstain,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Olivier Chastel,REG,Belgium,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Frederique Ries,REG,Belgium,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Petras Austrevicius,REG,Lithuania,Against,For,For,For,Abstain,For,For,For,Against,For,Against,For,For,For,For,For,Against,Abstain,Abstain,For,For,For,For,Abstain,Abstain,Abstain,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Asger Christensen,REG,Denmark,Against,For,For,For,For,Abstain,For,Against,For,For,For,Abstain,Abstain,Against,Abstain,For,For,For,Abstain,Against,Against,Abstain,Against,Against,Abstain,For,Against,For,Against,Against,Against,For,Abstain,Against,For,For,For,For,For,For,For,Abstain,Abstain,Abstain
S Ren Gade,REG,Denmark,Against,For,For,For,For,Abstain,For,Against,For,For,For,Abstain,Abstain,Against,Abstain,For,For,For,Abstain,Against,Against,Abstain,Against,Against,Abstain,For,Against,For,Against,Against,Against,For,Abstain,Against,For,For,For,For,For,For,For,Abstain,Abstain,Abstain
Morten L Kkegaard,REG,Denmark,Against,For,For,For,For,Abstain,For,Against,For,For,For,Abstain,Abstain,Against,Abstain,For,For,For,Abstain,Against,Against,Abstain,Against,Against,Abstain,For,Against,For,Against,Against,Against,For,Abstain,Against,For,For,For,For,For,For,For,Abstain,Abstain,Abstain
Linea S Gaard Lidell,REG,Denmark,Against,For,For,For,For,Abstain,For,Against,For,For,For,Abstain,Abstain,Against,Abstain,For,For,For,Abstain,Against,Against,Abstain,Against,Against,Abstain,For,Against,For,Against,Against,Against,For,Abstain,Against,For,For,For,For,For,For,For,Abstain,Abstain,Abstain
Billy Kelleher,REG,Ireland,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,Against,For
Barry Andrews,REG,Ireland,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,Against,For
Atidzhe Alieva Veli,REG,Bulgaria,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,Against,For,For,Against,Against,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Ilhan Kyuchyuk,REG,Bulgaria,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,Against,For,For,Against,Against,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Iskra Mihaylova,REG,Bulgaria,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,Against,For,For,Against,Against,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Sophia In T Veld,REG,Netherlands,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Samira Rafaela,REG,Netherlands,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,Against,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Malik Azmani,REG,Netherlands,Against,For,Abstain,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,Against,Against,Abstain,Against,For,Abstain,For,Abstain,For,Against,Against,For,Abstain,For,For,For,For,For,For,For,For,For,For,Against,Abstain
Jan Huitema,REG,Netherlands,Against,For,Abstain,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,Against,Against,Abstain,Against,For,Abstain,For,Abstain,For,Against,Against,For,Abstain,For,For,For,For,For,For,For,For,For,For,Against,For
Caroline Nagtegaal,REG,Netherlands,Against,For,Abstain,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,Against,Against,Abstain,Against,For,Abstain,For,Abstain,For,Against,Against,For,Abstain,For,For,For,For,For,For,For,For,For,For,Against,Abstain
Liesje Schreinemacher,REG,Netherlands,Against,For,Abstain,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,Against,Against,Abstain,Against,For,Abstain,For,Abstain,For,Against,Against,For,Abstain,For,For,For,For,For,For,For,For,For,For,Against,Abstain
Bart Groothuis,REG,Netherlands,Against,For,Abstain,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,Against,Against,Abstain,Against,For,Abstain,For,Abstain,For,Against,Against,For,Abstain,For,For,For,For,For,For,For,For,For,For,Against,Abstain
Charles Goerens,REG,Luxembourg,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Elsi Katainen,REG,Finland,Against,For,For,For,Against,Abstain,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Mauri Pekkarinen,REG,Finland,Against,For,For,For,Against,Abstain,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Yana Toom,REG,Estonia,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,For,For,Abstain,Abstain,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Against,Against,For
Andrus Ansip,REG,Estonia,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Urmas Paet,REG,Estonia,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Hilde Vautmans,REG,Belgium,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Guy Verhofstadt,REG,Belgium,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Nils Torvalds,REG,Finland,Against,For,For,For,Against,Abstain,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Izaskun Bilbao Barandica,REG,Spain,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,Against,For
Marco Zullo,REG,Italy,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Karen Melchior,REG,Denmark,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Morten Petersen,REG,Denmark,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Javier Nart,REG,Spain,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Jose Ramon Bauza Diaz,REG,Spain,Against,For,For,For,Abstain,For,For,For,Against,For,Against,For,For,For,For,For,Against,Abstain,Abstain,For,Abstain,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Jordi Canas,REG,Spain,Against,For,For,For,Abstain,For,For,For,Against,For,Against,For,For,For,For,For,Against,Abstain,Abstain,For,Abstain,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Luis Garicano,REG,Spain,Against,For,For,For,Abstain,For,For,For,Against,For,Against,For,For,For,For,For,Against,Abstain,Abstain,For,Abstain,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Maria Soraya Rodriguez Ramos,REG,Spain,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Susana Solis Perez,REG,Spain,Against,For,For,For,Abstain,For,For,For,Against,For,Against,For,For,For,For,For,Against,Abstain,Abstain,For,Abstain,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Adrian Vazquez Lazara,REG,Spain,Against,For,For,For,Abstain,For,For,For,Against,For,Against,For,For,For,For,For,Against,Abstain,Abstain,For,Abstain,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Claudia Gamon,REG,Austria,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,For,For,Abstain,For,For,Against,Against,For,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,Didn't vote
Valter Flego,REG,Croatia,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Maite Pagazaurtundua,REG,Spain,Against,For,For,For,Abstain,For,For,For,Against,For,Against,For,For,For,For,For,Against,Abstain,Abstain,For,Abstain,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Karin Karlsbro,REG,Sweden,Against,For,For,Against,For,For,For,For,Against,For,Abstain,For,Against,For,For,For,Against,For,For,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,For,For,Against,For,For,For,For,For,For,For,For,For,Abstain
Stephane Bijoux,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,For,For,For,For,Against,For,Against,For,Against,For,Abstain,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Valerie Hayer,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Pierre Karleskind,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,For,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Stephane Sejourne,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,For,For,For,For,Against,For,Against,For,Against,For,Abstain,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Chrysoula Zacharopoulou,REG,France,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Fabienne Keller,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,For,For,For,For,Against,For,Against,For,Against,For,Abstain,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Vlad Marius Botos,REG,Romania,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,Against,For
Nicolae Stefanu A,REG,Romania,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,Against,For
Vlad Gheorghe,REG,Romania,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,Against,For
Pascal Canfin,REG,France,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Abstain,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Jeremy Decerle,REG,France,Against,For,For,For,For,For,For,Abstain,Against,For,Against,For,For,For,For,For,For,For,For,For,Against,For,Against,For,Against,For,Abstain,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Pascal Durand,REG,France,Against,Against,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Bernard Guetta,REG,France,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Nathalie Loiseau,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,For,For,For,For,Against,For,Against,For,Against,For,Abstain,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Irene Tolleret,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,For,For,For,For,Against,For,Against,For,Against,For,Abstain,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Veronique Trillet Lenoir,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,For,For,For,For,Against,For,Against,For,Against,For,Abstain,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Stephanie Yon Courtin,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,For,For,For,For,Against,For,Against,For,Against,For,Abstain,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Ilana Cicurel,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Sandro Gozi,REG,France,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,For,For,For,For,Against,For,Against,For,Against,For,Abstain,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Dacian Ciolos,REG,Romania,Against,For,For,For,Abstain,For,For,For,Against,For,Against,For,For,For,For,For,Against,Abstain,Abstain,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Dragos Pislaru,REG,Romania,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,Against,For
Ramona Strugariu,REG,Romania,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,Against,For
Dragos Tudorache,REG,Romania,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,Against,For
Alin Mitu A,REG,Romania,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,For,Against,For
Katalin Cseh,REG,Hungary,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Anna Julia Donath,REG,Hungary,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Klemen Groselj,REG,Slovenia,Against,For,For,For,Abstain,For,For,For,Against,For,Against,For,For,For,For,For,Against,Abstain,Abstain,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Irena Joveva,REG,Slovenia,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,For,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Martin Hojsik,REG,Slovakia,Against,For,For,For,Abstain,For,For,For,Against,For,Against,For,For,For,For,For,Against,Abstain,Abstain,For,For,For,For,Against,Abstain,Abstain,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Michal Simecka,REG,Slovakia,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Ivars Ijabs,REG,Latvia,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Nicola Danti,REG,Italy,Against,For,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Monica Semedo,REG,Luxembourg,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,Against,Against,Against,Abstain,Against,For,For,Against,For,Against,Against,For,For,For,For,For,For,For,Abstain,Against,For
Gilles Boyer,REG,France,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,Didn't vote,For
Peter Kofod,IDG,Denmark,For,For,For,For,Abstain,For,For,For,Against,Against,Against,Abstain,Against,Against,Against,For,For,Against,Against,Against,Against,Against,Against,For,For,For,Against,Against,Against,Against,For,Against,Against,For,Against,Against,Against,Abstain,Against,Against,Against,Against,Against,Against
